"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.025101000E1,-2.642394257E1,4.702927017E1,1.163034058E1
2.029074500E1,-2.617580414E1,4.746400452E1,9.839431763E0
2.033048000E1,-2.487317276E1,4.796010971E1,1.040184021E1
2.037021500E1,-2.532420540E1,4.718836975E1,1.108683777E1
2.040995000E1,-2.613726807E1,4.641679001E1,1.200137329E1
2.044968400E1,-2.738104820E1,4.507583618E1,1.253543854E1
2.048941900E1,-2.802575684E1,4.461630249E1,1.229721069E1
2.052915400E1,-3.103012276E1,4.312700272E1,9.894393921E0
2.056888900E1,-3.526440811E1,4.084143066E1,2.890304565E0
2.060862400E1,-3.646111298E1,3.962183380E1,2.267379761E-1
2.064835900E1,-3.692437744E1,3.828950119E1,2.250274658E0
2.068809300E1,-3.771523285E1,3.687023163E1,4.497657776E0
2.072782800E1,-3.753647614E1,3.674253845E1,5.622406006E0
2.076756300E1,-3.654806900E1,3.708491898E1,5.631149292E0
2.080729800E1,-3.571070480E1,3.810083771E1,3.044403076E0
2.084703300E1,-3.467215729E1,3.903462219E1,-5.600891113E-1
2.088676800E1,-3.455397034E1,3.866503143E1,-3.974357605E0
2.092650200E1,-3.519347763E1,3.787308121E1,-5.931472778E0
2.096623700E1,-3.521271515E1,3.719463348E1,-5.914344788E0
2.100597200E1,-3.540090561E1,3.713033295E1,-4.625991821E0
2.104570700E1,-3.591734314E1,3.642602921E1,-3.577995300E0
2.108544200E1,-3.513271332E1,3.615166473E1,-8.212768555E0
2.112517600E1,-3.384704971E1,3.575995255E1,-1.457954407E1
2.116491100E1,-3.208489227E1,3.549709320E1,-1.809231567E1
2.120464600E1,-3.079528809E1,3.637819672E1,-1.858802795E1
2.124438096E1,-3.002432251E1,3.741136932E1,-1.824592590E1
2.128411596E1,-2.797502899E1,3.805640030E1,-1.990112305E1
2.132385096E1,-2.603245544E1,3.869211578E1,-2.085964966E1
2.136358496E1,-2.563001251E1,3.927938461E1,-2.081013489E1
2.140331996E1,-2.601647186E1,3.944548798E1,-2.029171753E1
2.144305496E1,-2.640842819E1,3.906690598E1,-1.962426758E1
2.148278996E1,-2.654978752E1,3.924433899E1,-1.893161011E1
2.152252496E1,-2.690698814E1,3.939672470E1,-1.784324646E1
2.156225996E1,-2.713686752E1,3.962061310E1,-1.764773560E1
2.160199396E1,-2.731972694E1,3.929814911E1,-1.708049011E1
2.164172896E1,-2.791041756E1,3.912149429E1,-1.665959167E1
2.168146396E1,-2.853451157E1,3.928288269E1,-1.475665283E1
2.172119896E1,-2.905746269E1,3.982945251E1,-1.204159546E1
2.176093396E1,-3.002642822E1,3.969523621E1,-9.328926086E0
2.180066896E1,-3.112662125E1,3.883718872E1,-8.668663025E0
2.184040296E1,-3.169874191E1,3.786293793E1,-1.013863373E1
2.188013796E1,-3.200897980E1,3.659688568E1,-1.347575378E1
2.191987296E1,-3.121976471E1,3.538093567E1,-1.725221252E1
2.195960796E1,-3.020332146E1,3.467870712E1,-2.054936218E1
2.199934296E1,-2.946062088E1,3.379448700E1,-2.253962708E1
2.203907696E1,-2.972805023E1,3.271415710E1,-2.383334351E1
2.207881196E1,-3.032629395E1,3.147645950E1,-2.453617859E1
2.211854696E1,-3.068538284E1,3.001858330E1,-2.550839233E1
2.215828196E1,-3.096690941E1,2.871367073E1,-2.652508545E1
2.219801696E1,-3.089202881E1,2.724043846E1,-2.826141357E1
2.223775196E1,-2.860085678E1,2.761934090E1,-3.006925964E1
2.227748596E1,-2.859075356E1,2.690996552E1,-3.072499084E1
2.231722096E1,-3.041067123E1,2.681790543E1,-2.841589355E1
2.235695596E1,-2.881433296E1,2.886530876E1,-2.786708069E1
2.239669096E1,-2.178403473E1,3.026737976E1,-3.253892517E1
2.243642596E1,-1.571767998E1,3.059063339E1,-3.533428955E1
2.247616096E1,-1.275776291E1,3.068329239E1,-3.661459351E1
2.251589496E1,-9.634922028E0,3.191412735E1,-3.634130859E1
2.255562996E1,-1.029166412E1,3.306047821E1,-3.471859741E1
2.259536496E1,-9.971536636E0,3.415342331E1,-3.332858276E1
