"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.214096162E1,1.965785027E-1,-1.505489349E-1,3.040490150E-1
1.218145376E1,3.098850250E-1,-5.418357849E-1,3.599004745E-1
1.222195678E1,3.014745712E-1,1.550536156E-1,1.551499367E-1
1.226244011E1,2.237358093E-1,1.192755699E-1,1.687388420E-1
1.230293574E1,2.711820602E-2,3.528356552E-2,1.030268669E-1
1.234342808E1,1.425724030E-1,2.116036415E-1,-1.772356033E-2
1.238385522E1,4.705619812E-2,2.286386490E-2,-2.151489258E-2
1.242434147E1,8.451461792E-3,-5.996322632E-2,-2.447462082E-2
1.246483006E1,3.896284103E-2,9.399318695E-2,-7.207012177E-2
1.250531626E1,5.202722549E-2,1.079654694E-2,-7.394361496E-2
1.254585490E1,3.568124771E-2,-5.301952362E-2,1.878643036E-2
1.258631803E1,1.704645157E-2,-8.131027222E-2,4.040861130E-2
1.262683798E1,3.661155701E-2,-1.457548141E-2,-2.413415909E-2
1.266725829E1,-1.276302338E-2,1.163334846E-1,-1.450619698E-1
1.270784954E1,-9.485864639E-2,3.012042046E-1,-3.026380539E-1
1.274828923E1,-1.421117783E-1,3.715405464E-1,-3.186426163E-1
1.278874918E1,-3.814730644E-1,5.921554565E-2,-4.816484451E-2
1.282926688E1,-4.286904335E-1,-7.505607605E-2,5.324649811E-2
1.286975756E1,-4.435811043E-1,-1.057662964E-1,7.027626038E-3
1.291023438E1,-2.636537552E-1,8.478975296E-2,-1.449127197E-1
1.295065678E1,-1.113605499E-2,2.626023293E-1,-1.644721031E-1
1.299117829E1,6.049871445E-2,2.129955292E-1,-8.636236191E-2
1.303165558E1,4.701757431E-2,1.148419380E-1,-2.343511581E-2
1.307214397E1,-1.198148727E-1,1.200723648E-2,-5.032396317E-2
1.311265303E1,-3.127760887E-1,-1.082038879E-2,-1.239681244E-1
1.315315022E1,-2.797651291E-1,1.820468903E-2,-1.622371674E-1
1.319364813E1,-2.199225426E-1,1.552262306E-1,-2.228226662E-1
1.323413438E1,-2.054963112E-1,1.353549957E-1,-9.098625183E-2
1.327459782E1,-1.064553261E-1,1.377844810E-1,-7.975149155E-2
1.331506147E1,-6.287956238E-2,2.673101425E-2,-4.370737076E-2
1.335556032E1,-6.937980652E-3,-1.796150208E-2,3.338623047E-2
1.339606892E1,-1.981163025E-2,2.013635635E-2,2.291440964E-2
1.343656449E1,1.787757874E-2,9.189701080E-2,-2.076625824E-2
1.347700569E1,5.676317215E-2,1.087250710E-1,1.780414581E-2
1.351753298E1,5.072069168E-2,2.190494537E-2,5.323362350E-2
1.355802657E1,3.375959396E-2,-6.476736069E-2,8.423423767E-2
1.359851058E1,3.794050217E-2,-7.723569870E-2,1.136541367E-2
1.363897272E1,2.566766739E-2,-3.501510620E-2,2.054119110E-2
1.367951574E1,1.737785339E-2,-5.615711212E-3,1.857566833E-2
1.371997980E1,-1.327276230E-2,8.326053619E-3,-1.194953918E-3
1.376041386E1,-4.812765121E-2,1.673507690E-2,-1.876878738E-2
1.380089100E1,-4.826164246E-2,3.314828873E-2,-2.384233475E-2
1.384138293E1,2.065181732E-2,5.137300491E-2,-2.214288712E-2
1.388186511E1,1.219749451E-3,3.651380539E-2,9.992122650E-3
1.392235475E1,-9.114742279E-3,2.245426178E-3,1.452732086E-2
1.396284360E1,1.308250427E-2,-3.932952881E-3,-4.624843597E-3
1.400335954E1,1.645565033E-3,2.391290665E-2,-2.384185791E-6
1.404385438E1,4.549455643E-2,-4.477500916E-3,4.001760483E-2
1.408432808E1,8.634233475E-2,-5.084609985E-2,2.734661102E-2
1.412478933E1,6.006908417E-2,-1.495795250E-1,7.120800018E-2
1.416526402E1,5.909299850E-2,-9.698438644E-2,9.051990509E-2
1.420573725E1,7.975530624E-2,2.408742905E-2,8.199501038E-2
1.424626631E1,6.779336929E-2,3.483963013E-2,5.691146851E-2
1.428677746E1,5.602788925E-2,1.002078056E-1,2.194738388E-2
1.432726584E1,3.004264832E-2,-2.646541595E-2,5.125045776E-2
1.436775334E1,7.133340836E-2,-1.353507042E-1,9.850215912E-2
1.440824032E1,8.534955978E-2,-1.865715981E-1,7.871007919E-2
1.444872647E1,1.179499626E-1,-1.569147110E-1,6.289005280E-2
1.448919491E1,6.787776947E-2,-8.815622330E-2,6.366777420E-2
1.452967548E1,3.760910034E-2,-5.589962006E-3,5.831193924E-2
1.457018334E1,6.225824356E-2,7.955551147E-2,5.282402039E-2
1.461064813E1,3.932809830E-2,7.197809219E-2,3.376293182E-2
1.465111501E1,4.546499252E-2,7.309246063E-2,1.327657700E-2
1.469159095E1,4.549694061E-2,2.554750443E-2,4.671812057E-2
1.473210933E1,2.139091492E-3,-5.412483215E-2,3.081941605E-2
1.477256735E1,1.579809189E-2,-4.242944717E-2,4.253387451E-3
1.481311787E1,-4.443168640E-3,-3.069591522E-2,-2.180194855E-2
1.485360381E1,2.237844467E-2,-1.557731628E-2,5.533695221E-3
1.489408980E1,-6.818294525E-3,1.732969284E-2,2.566814423E-3
1.493451267E1,-7.061004639E-3,4.769515991E-2,-2.294921875E-2
1.497505480E1,-3.475046158E-2,3.759908676E-2,-2.603912354E-2
1.501554043E1,-5.549526215E-2,2.471876144E-2,-2.685070038E-3
1.505602350E1,-5.444335938E-2,3.927230835E-3,-5.978107452E-3
1.509651126E1,-2.063083649E-2,2.675247192E-2,-4.210472107E-3
1.513699621E1,3.322601318E-3,2.483177185E-2,2.263641357E-2
1.517747944E1,2.014970779E-2,-4.463052750E-2,6.785583496E-2
1.521796027E1,3.436374664E-2,-4.493761063E-2,8.270740509E-2
1.525844673E1,4.015111923E-2,-5.400180817E-3,4.784011841E-2
1.529893319E1,2.229928970E-2,1.818847656E-2,1.673269272E-2
1.533941970E1,-4.834175110E-3,1.614823341E-1,-5.741167068E-2
