"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.957483331E2,1.202117920E0,4.713193893E1,2.443502808E1
2.957880711E2,2.173889160E0,4.782732391E1,1.810575867E1
2.958278091E2,3.203018188E0,4.858824539E1,1.002584076E1
2.958675471E2,6.302543640E0,4.798904037E1,2.898658752E0
2.959072851E2,1.221472168E1,4.909280396E1,-1.542243958E0
2.959470231E2,2.164723969E1,5.615537643E1,-8.348060608E0
2.959867611E2,2.170392609E1,6.297393799E1,-2.388111115E1
2.960264991E2,1.309366608E1,6.044215012E1,-2.853627014E1
2.960662371E2,7.331596375E0,5.538029480E1,-2.056941223E1
2.961059751E2,4.661933899E0,5.413756180E1,-1.578304291E1
2.961457131E2,-2.456264496E0,5.676763916E1,-2.004286957E1
2.961854501E2,-8.128303528E0,5.882207870E1,-2.074980927E1
2.962251881E2,-4.217079163E0,5.867861557E1,-1.446348572E1
2.962649261E2,-5.921936035E0,5.944174194E1,-1.484168243E1
2.963046641E2,2.297210693E-2,5.600179672E1,-7.388084412E0
2.963444021E2,2.683349609E0,5.041864395E1,-5.154876709E-1
2.963841401E2,2.473457336E0,4.646052933E1,5.929786682E0
2.964238781E2,2.196182251E0,4.384520340E1,1.158670044E1
2.964636161E2,8.585205078E-1,4.167676163E1,1.649584961E1
2.965033541E2,-6.389541626E-1,4.027827072E1,1.969960785E1
2.965430921E2,-2.694183350E0,3.934798050E1,2.253617859E1
2.965828299E2,-4.444564819E0,3.937392807E1,2.368984985E1
2.966225679E2,-5.156433105E0,4.032534409E1,2.364568329E1
2.966623059E2,-5.726715088E0,4.259907532E1,2.037606049E1
2.967020439E2,-4.793159485E0,4.402576065E1,1.500905609E1
2.967417819E2,-3.380626678E0,4.510768890E1,9.351806641E0
2.967815199E2,-1.251194000E0,4.546791077E1,4.718116760E0
2.968212579E2,3.665191650E0,4.516882706E1,5.345840454E-1
2.968609949E2,1.113919067E1,4.766388702E1,-3.435401917E0
2.969007329E2,1.764376831E1,5.353692627E1,-1.168527985E1
2.969404709E2,1.551956940E1,5.701943588E1,-2.035777283E1
2.969802089E2,9.567054749E0,5.581773758E1,-1.858043671E1
2.970199469E2,4.215270996E0,5.367734146E1,-1.123719025E1
2.970596849E2,-2.963760376E0,5.975071335E1,-1.264929199E1
2.970994229E2,-1.378857422E1,6.971479034E1,-1.518020630E1
2.971391609E2,-1.104592896E1,6.743569183E1,-9.149955750E0
2.971788989E2,-1.185115433E1,6.702131653E1,-8.838638306E0
2.972186369E2,-8.469795227E0,6.162844086E1,-8.003120422E0
2.972583749E2,-2.468608856E0,5.136952972E1,-5.403747559E-1
2.972981129E2,-2.475997925E0,4.485309601E1,7.739921570E0
2.973378509E2,-3.247108459E0,4.157386398E1,1.412310791E1
2.973775889E2,-4.489608765E0,3.937828827E1,1.924791718E1
2.974173269E2,-6.287887573E0,3.741271973E1,2.278379822E1
2.974570649E2,-8.210140228E0,3.561723328E1,2.549698639E1
2.974968019E2,-9.697360992E0,3.481612396E1,2.712207794E1
2.975365399E2,-1.128155518E1,3.497508621E1,2.750408173E1
2.975762779E2,-1.180626678E1,3.693793488E1,2.728968048E1
2.976160166E2,-1.157719421E1,4.096793747E1,2.318597412E1
2.976557546E2,-9.666877747E0,4.445939255E1,1.876226807E1
2.976954926E2,-7.814655304E0,4.780904007E1,1.163475800E1
2.977352306E2,-3.528419495E0,5.114851379E1,4.329772949E0
2.977749686E2,3.122055054E0,5.513520813E1,-3.629440308E0
2.978147066E2,7.624496460E0,5.987994766E1,-1.635521698E1
2.978544446E2,2.084236145E0,6.120240021E1,-2.467271423E1
2.978941826E2,-2.888549805E0,5.882430649E1,-1.889099121E1
2.979339206E2,-2.424900055E0,5.645206451E1,-7.435577393E0
2.979736586E2,-3.348114014E0,5.656292343E1,-2.198188782E0
2.980133966E2,-8.247200012E0,5.916608047E1,-4.434135437E0
2.980531336E2,-9.234088898E0,6.070028687E1,-2.390991211E0
2.980928716E2,-7.161666870E0,6.166643143E1,6.497955322E-1
2.981326096E2,-7.045963287E0,6.403171539E1,1.188285828E0
2.981723476E2,-4.008792877E0,6.228668213E1,4.416473389E0
2.982120856E2,-3.922424316E-1,5.608677292E1,1.039891815E1
2.982518236E2,4.320449829E-1,5.018811798E1,1.718506622E1
2.982915616E2,7.654800415E-1,4.679950333E1,2.357174683E1
2.983312996E2,-2.274436951E-1,4.408826447E1,2.915373993E1
2.983710376E2,-1.850208282E0,4.273067093E1,3.241902161E1
2.984107756E2,-4.199066162E0,4.091974258E1,3.573921204E1
2.984505136E2,-5.474979401E0,4.049247742E1,3.752364731E1
2.984902516E2,-6.208934784E0,4.209446335E1,3.763307953E1
2.985299896E2,-5.968845367E0,4.609869766E1,3.463245392E1
2.985697276E2,-4.426708221E0,5.167097855E1,2.826411438E1
2.986094642E2,-2.689403534E0,5.565289307E1,2.076949310E1
2.986492022E2,2.069244385E-1,5.971323776E1,1.030378723E1
2.986889402E2,5.317489624E0,6.276337433E1,6.494674683E-1
2.987286782E2,1.215805817E1,6.546953583E1,-1.105818939E1
2.987684162E2,1.293029022E1,6.646742249E1,-2.469136047E1
2.988081542E2,7.491401672E0,6.382766724E1,-2.684734344E1
2.988478922E2,5.410102844E0,6.103631592E1,-1.670963287E1
2.988876302E2,5.869613647E0,5.960212708E1,-8.687065125E0
2.989273682E2,3.270751953E0,5.912717819E1,-5.487716675E0
2.989671062E2,1.917228699E0,5.743272018E1,-6.550338745E0
2.990068442E2,2.056831360E0,5.756188965E1,-3.204551697E0
2.990465822E2,1.832290649E0,5.774511337E1,-1.956169128E0
2.990863202E2,2.665069580E0,5.691705322E1,-2.345275879E-1
2.991260572E2,4.859870911E0,5.494626236E1,7.762207031E0
2.991657952E2,4.909751892E0,5.225239944E1,1.384883881E1
2.992055332E2,5.377510071E0,5.018527985E1,1.872367859E1
2.992452712E2,5.673385620E0,4.710824585E1,2.466738892E1
2.992850092E2,4.146423340E0,4.445409012E1,2.955331421E1
2.993247472E2,2.593620300E0,4.263059235E1,3.301145554E1
2.993644852E2,9.081192017E-1,4.098180389E1,3.534835815E1
2.994042232E2,2.072296143E-1,4.012250900E1,3.575819016E1
2.994439612E2,1.256179810E0,4.264706802E1,3.425849152E1
2.994836992E2,1.817382812E0,4.711758041E1,2.863409424E1
2.995234372E2,3.208106995E0,4.812602615E1,2.262048340E1
2.995631752E2,3.196495056E0,4.817196655E1,1.677957153E1
2.996029134E2,5.512779236E0,4.831103897E1,8.376266479E0
2.996426504E2,9.682632446E0,4.759371948E1,3.476036072E0
2.996823884E2,1.727588654E1,4.931259918E1,7.310256958E-1
2.997221264E2,2.365604401E1,5.409776688E1,-7.508735657E0
2.997618644E2,2.124742889E1,5.385021210E1,-1.429122162E1
2.998016024E2,1.610005188E1,5.174505615E1,-1.199674988E1
2.998413404E2,1.222666168E1,5.093122101E1,-9.259811401E0
2.998810784E2,6.246643066E0,5.172845459E1,-1.314098358E1
2.999208164E2,1.031967163E0,4.834709167E1,-1.565472412E1
2.999605544E2,3.073989868E0,4.647801208E1,-1.060973358E1
3.000002924E2,4.501968384E0,4.542489624E1,-7.564666748E0
3.000400304E2,6.614967346E0,4.482699203E1,-3.518218994E-1
3.000797674E2,6.234031677E0,4.394813156E1,6.243438721E0
3.001195054E2,5.075820923E0,4.265187073E1,1.138629913E1
3.001592434E2,4.936454773E0,4.099844360E1,1.561904907E1
3.001989814E2,4.110961914E0,3.900175095E1,2.030752563E1
3.002387194E2,2.928871155E0,3.804036331E1,2.324404907E1
3.002784574E2,1.518203735E0,3.622951126E1,2.616082001E1
3.003181954E2,-2.689094543E-1,3.484461975E1,2.796726990E1
3.003579334E2,-1.164833069E0,3.455805206E1,2.790367126E1
3.003976714E2,-1.357139587E0,3.544173813E1,2.594507599E1
3.004374094E2,-1.565238953E0,3.857501602E1,2.026562500E1
3.004771474E2,-3.160781860E-1,4.109250641E1,1.438938141E1
3.005168854E2,1.070434570E0,4.321046066E1,6.589370728E0
3.005566224E2,4.236045837E0,4.494107437E1,-5.082855225E-1
3.005963600E2,8.293357849E0,4.759080887E1,-7.431785583E0
3.006360980E2,9.260139465E0,5.154364395E1,-1.646902466E1
3.006758360E2,4.161621094E0,5.277949905E1,-2.130876160E1
3.007155740E2,8.588867188E-1,5.119089890E1,-1.711085510E1
3.007553120E2,1.234489441E0,4.820181656E1,-9.310241699E0
3.007950500E2,8.418273926E-1,4.635811234E1,-5.781608582E0
3.008347880E2,3.200225830E-1,4.454966736E1,-8.893051147E0
3.008745260E2,-6.350975037E-1,4.373741913E1,-9.634078979E0
3.009142640E2,1.768653870E0,4.315071106E1,-7.545509338E0
3.009540020E2,2.574859619E0,4.237759399E1,-6.215377808E0
3.009937390E2,4.501251221E0,4.172734070E1,1.578971863E0
3.010334770E2,3.895385742E0,4.106072235E1,6.949562073E0
3.010732150E2,3.507316589E0,4.030047607E1,1.202310181E1
