"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.477245334E1,-3.352643728E0,-1.212473106E1,-7.797610760E-1
7.481245334E1,-3.217149973E0,-1.246869946E1,-1.370190024E0
7.485245334E1,-3.217149973E0,-1.246869946E1,-1.370190024E0
7.489245334E1,-1.960619092E0,-1.681287003E1,5.419743061E0
7.493245334E1,4.168296814E0,-1.221835041E1,3.760919094E0
7.497245334E1,9.202198029E0,-1.332503128E1,-2.921337366E0
7.501245334E1,6.737291336E0,-1.530000687E1,1.570289880E-1
7.505245334E1,1.533201098E0,-9.057432175E0,-1.282852054E0
7.509245334E1,-1.801496387E0,-8.378169060E0,-4.951647282E0
7.513245334E1,-1.801496387E0,-8.378169060E0,-4.951647282E0
7.517245334E1,2.985943556E0,-8.682954907E-1,-2.737987280E0
7.521245334E1,2.985943556E0,-8.682954907E-1,-2.737987280E0
7.525245334E1,4.271188259E0,-3.402892828E0,2.367997169E0
7.529245334E1,-8.527421951E-1,-2.667518616E1,2.191646004E1
7.533245334E1,9.954141974E-1,-9.227322578E0,4.099802494E0
7.537245334E1,7.995018482E0,-2.653042078E0,1.838585138E0
7.541245334E1,4.205385685E0,-2.609791756E1,1.441615868E1
7.545245334E1,4.205385685E0,-2.609791756E1,1.441615868E1
7.549245334E1,4.205385685E0,-2.609791756E1,1.441615868E1
7.553245334E1,4.205385685E0,-2.609791756E1,1.441615868E1
7.557245334E1,-8.593822479E0,-1.604866219E1,-1.473589897E1
7.561245334E1,2.693720102E0,-7.387839794E0,2.395873451E1
7.565245334E1,2.693720102E0,-7.387839794E0,2.395873451E1
7.569245334E1,2.693720102E0,-7.387839794E0,2.395873451E1
7.573245334E1,4.898705959E0,-6.881159782E0,-1.071984529E0
7.577245334E1,-3.194418192E0,-1.190309620E1,3.128615618E0
7.581245334E1,-4.296313286E0,-1.279083347E1,-4.624129832E-1
7.585245334E1,-1.000199914E0,-1.188156128E1,3.113660514E-1
7.589245334E1,-1.000199914E0,-1.188156128E1,3.113660514E-1
7.593245334E1,-1.000199914E0,-1.188156128E1,3.113660514E-1
7.597245334E1,5.497509837E-1,-1.387478256E1,3.967000723E0
7.601245334E1,5.153841019E0,-1.300170135E1,-2.528316259E0
7.605245334E1,5.585147381E0,-1.594218063E1,7.725825906E-1
7.609245334E1,6.349354744E0,-1.335015583E1,8.455637097E-1
7.613245334E1,-1.555334684E-2,-7.192525864E0,-1.179661512E0
7.617245334E1,-1.555334684E-2,-7.192525864E0,-1.179661512E0
7.621245334E1,-1.555334684E-2,-7.192525864E0,-1.179661512E0
7.625245334E1,-1.555334684E-2,-7.192525864E0,-1.179661512E0
7.629245334E1,3.478266716E0,-1.217049360E0,-9.571290575E-3
7.633245334E1,3.478266716E0,-1.217049360E0,-9.571290575E-3
7.637245334E1,-1.033699393E0,-2.607847595E1,1.100489044E1
7.641245334E1,-1.033699393E0,-2.607847595E1,1.100489044E1
7.645245334E1,-1.033699393E0,-2.607847595E1,1.100489044E1
7.649245334E1,-1.033699393E0,-2.607847595E1,1.100489044E1
7.653245334E1,-1.033699393E0,-2.607847595E1,1.100489044E1
7.657245334E1,3.913162231E0,-4.799404144E0,-6.466603279E-1
7.661245334E1,6.466603279E-1,-1.959512329E1,-1.473380566E0
7.665245334E1,-3.362214804E0,-8.902795792E0,-1.335374451E1
7.669245334E1,3.747758389E0,-8.712566376E0,1.350090313E1
7.673245334E1,2.904587507E0,-8.324331284E0,-1.185643673E0
7.677245334E1,4.716851711E0,-6.799504757E0,-2.219342947E0
7.681245334E1,1.924726725E0,-9.235996246E0,-1.407278776E0
7.685245334E1,-2.674577475E0,-1.182532978E1,3.250649452E0
7.689245334E1,-5.065306664E0,-1.384367561E1,-2.944069147E0
7.693245334E1,1.498505235E0,-1.108983612E1,1.890030742E0
7.697245334E1,1.498505235E0,-1.108983612E1,1.890030742E0
7.701245334E1,1.498505235E0,-1.108983612E1,1.890030742E0
7.705245334E1,1.498505235E0,-1.108983612E1,1.890030742E0
7.709245334E1,6.170790672E0,-1.540678692E1,-4.049852192E-1
7.713245334E1,5.946762562E0,-1.397408390E1,-4.707878530E-1
7.717245334E1,3.807578981E-1,-8.573483467E0,1.118644595E0
7.721245334E1,-5.437689424E-1,-8.193922043E0,-5.147858620E0
7.725245334E1,-5.437689424E-1,-8.193922043E0,-5.147858620E0
7.729245334E1,-5.437689424E-1,-8.193922043E0,-5.147858620E0
7.733245334E1,-5.437689424E-1,-8.193922043E0,-5.147858620E0
7.737245334E1,4.442574501E0,-3.632902861E0,2.578864574E0
7.741245334E1,3.532404304E-1,-2.248774719E1,1.576840210E1
7.745245334E1,3.532404304E-1,-2.248774719E1,1.576840210E1
7.749245334E1,5.638985634E0,-2.851945400E0,4.077070713E0
7.753245334E1,3.686741590E0,-2.657438850E1,1.271785259E1
7.757245334E1,4.788636208E0,-1.996511340E0,-1.546660709E1
7.761245334E1,4.526323318E0,7.498508096E-1,-5.292923450E0
7.765245334E1,5.406582832E0,-3.994518280E0,-3.472583890E-1
7.769245334E1,3.380161047E0,-1.559581947E1,2.063809633E0
7.773245334E1,3.380161047E0,-1.559581947E1,2.063809633E0
7.777245334E1,3.380161047E0,-1.559581947E1,2.063809633E0
7.781245334E1,3.380161047E0,-1.559581947E1,2.063809633E0
7.785245334E1,3.380161047E0,-1.559581947E1,2.063809633E0
7.789245334E1,2.189432621E0,-7.693223953E0,1.753639936E0
7.793245334E1,4.568197727E0,-1.092353439E1,-7.263113976E0
7.797245334E1,4.568197727E0,-1.092353439E1,-7.263113976E0
7.801245334E1,4.568197727E0,-1.092353439E1,-7.263113976E0
7.805245334E1,4.568197727E0,-1.092353439E1,-7.263113976E0
7.809245334E1,-5.150550604E-1,-1.593500233E1,7.702795029E0
7.813245334E1,5.846263885E0,-1.237508011E1,-2.352443695E0
7.817245334E1,2.999104023E0,-1.206012535E1,-1.337886930E0
7.821245334E1,2.999104023E0,-1.206012535E1,-1.337886930E0
7.825245334E1,-1.397707582E0,-9.568898201E0,-2.436192513E0
7.829245334E1,-2.102094650E0,-9.033503532E0,-4.059124470E0
7.833245334E1,-2.982055247E-1,-3.086741209E0,-2.773879766E0
