"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.255033458E0,1.060523391E0,3.570006609E0,-4.253038168E-1
8.295325458E0,1.054323554E0,1.722624063E0,-2.360591888E0
8.335617458E0,-7.683172822E-1,-4.448554814E-1,-1.803297400E0
8.375908458E0,-1.521181107E0,-3.292644620E-1,-2.648732066E-1
8.416200458E0,-1.163910270E0,1.884770751E0,2.541928589E-1
8.456492458E0,-1.623872399E0,2.611405373E0,3.433280885E-1
8.496783458E0,-1.725134492E0,1.750140905E0,-2.929083407E-1
8.537075458E0,-1.738460660E0,1.196043372E0,-8.978306055E-1
8.577366458E0,-1.375199795E0,2.439340115E0,-1.737745762E0
8.617658458E0,-1.021042705E0,4.073859692E0,-2.552994728E0
8.657950458E0,-1.441141367E0,3.976714373E0,-1.995810986E0
8.698241458E0,-3.133628368E0,4.426373959E0,-6.482136250E-1
8.738534167E0,-2.533269882E0,1.797794700E0,1.550338984E0
8.778826167E0,1.574840307E0,5.459651724E-2,4.133627713E-1
8.819117167E0,1.665498853E0,-1.376130134E-1,2.194713429E-2
8.859409167E0,3.512913465E0,1.400309086E1,4.621245563E-1
8.899701167E0,7.060496807E0,1.184544277E1,-3.802489340E-1
8.939992167E0,1.145381927E0,-2.984671295E-1,-4.305936992E-1
8.980284167E0,1.218895197E0,-1.526637435E0,4.304848015E-1
9.020576167E0,5.827961490E-2,1.042771220E0,-4.549548924E-1
9.060867167E0,1.052118167E-1,-2.618977308E0,-1.456440568E0
9.101159167E0,-3.276499033E0,-9.017528534E0,-3.075184584E0
9.141451167E0,-3.235913813E-1,1.068768144E0,-2.811655521E0
9.181742167E0,1.204108596E0,1.475597024E0,-2.870456696E0
9.222034167E0,2.758539915E0,1.816967964E0,-2.467931747E0
9.262326167E0,2.859936237E0,2.298134565E0,-1.213508025E-1
9.302617167E0,1.444791794E0,2.608307123E0,-1.275749326E0
9.342909167E0,5.707185268E-1,-3.679961562E-1,-1.813169867E-1
9.383201167E0,-1.556246161E0,-5.286175609E-1,-1.647508025E0
9.423492167E0,-4.145967007E0,3.052834570E-1,-9.931368828E-1
9.463784167E0,-1.720177531E0,7.556457996E0,-1.747856289E-1
9.504076167E0,-3.199416876E0,1.440573215E0,-2.080211401E0
9.544367167E0,-4.396151066E0,2.779150486E0,-1.180958033E0
9.584659167E0,-5.196691036E0,6.402335644E0,-1.091444612E0
9.624951167E0,-1.698258877E0,5.343844891E0,-3.210038245E-1
9.665242167E0,2.193309218E-1,1.045008659E1,-1.283823133E0
9.705534167E0,-2.467618227E0,-8.899898529E0,-1.144813970E-1
9.745825792E0,2.041213274E0,2.752536237E-1,-2.108558267E-1
9.786117792E0,2.737607002E0,-9.731596112E-1,9.977484122E-3
9.826408792E0,3.852047920E0,-8.122367859E-1,9.471139908E-1
9.866700792E0,3.146692753E0,-1.263294935E0,3.973477602E0
9.906992792E0,4.680416584E0,2.272699118E0,8.305621147E0
9.947283792E0,-9.371036887E-1,4.502278328E0,2.214670658E0
9.987575792E0,-1.422331929E0,-5.281620979E0,1.483955503E0
1.002786779E1,-2.798415899E0,-9.409623146E0,3.214468658E-1
1.006815879E1,-2.672397137E0,-4.336123943E0,-2.036131144E0
1.010845079E1,8.446346283E0,-5.345369816E0,2.609652579E-1
1.014874279E1,-5.591844559E0,3.196395397E0,1.004537582E0
