"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.283807501E1,-2.831475735E-1,8.594436646E-1,-1.616973877E-1
1.287853423E1,-3.321619034E-1,5.433540344E-1,4.432374239E-1
1.291902844E1,-2.543288708E0,-3.386020660E-2,-6.102989912E-1
1.295953329E1,-3.316807270E0,-1.238143921E0,-8.238097429E-1
1.300002370E1,-2.145140409E0,-5.446195602E-1,-1.410599828E0
1.304051646E1,3.975276947E-1,2.741556168E-1,-1.393312931E0
1.308103610E1,-8.453495502E-1,-4.210987091E-1,-2.213829994E0
1.312146542E1,-2.128256559E0,-1.694998741E0,-2.625071764E0
1.316191922E1,-1.089190006E0,-3.241765976E0,-2.745678902E0
1.320239256E1,-2.540354729E-1,-2.567011833E0,-3.373127460E0
1.324291037E1,-4.514613152E-1,9.719448090E-1,-3.139299154E-1
1.328338745E1,2.633870602E0,-2.500171661E-1,5.108948708E0
1.332389068E1,3.381665707E0,-6.144380569E-1,5.230793953E0
1.336437725E1,2.866084814E0,2.345854759E0,-1.659586430E0
1.340485730E1,1.246333838E0,2.240858555E0,-4.829970360E0
1.344532824E1,9.213933945E-1,2.530166626E0,-4.318754196E0
1.348577448E1,8.519833088E-1,3.647633553E0,-4.204828262E0
1.352628428E1,3.333513737E-1,1.864154816E0,-4.444258690E0
1.356673975E1,-1.511782289E0,-6.782445908E-1,-2.476172447E0
1.360723641E1,-1.857241035E0,-6.578760147E-1,-1.998787045E0
1.364771594E1,-7.399185896E-1,-7.455291748E-1,-2.337740064E-1
1.368818589E1,-6.735451221E-1,-8.531265259E-1,1.923034072E0
1.372866933E1,-1.245926380E0,-2.046649933E0,7.234250307E-1
1.376917959E1,2.450910807E-1,-5.468646049E0,3.126453876E0
1.380963495E1,1.692406416E0,-5.598453522E0,1.388135242E1
1.385011964E1,-8.546380997E-1,-7.467975616E-1,1.830159545E0
1.389058287E1,-3.223421335E0,-1.319922447E0,3.667089939E0
1.393111839E1,-2.399277210E0,-1.058574677E0,-1.670727730E-1
1.397155334E1,-2.956485748E-1,4.355249405E-1,3.908413649E0
1.401206042E1,1.744916439E-1,1.245906830E0,1.202348113E0
1.405251287E1,-1.899394989E-1,1.415639877E0,7.763283849E-1
1.409299214E1,-1.045950770E0,6.426067352E-1,1.451650858E0
1.413350646E1,-2.273703575E0,3.739767075E-1,-2.175859809E-1
1.417398584E1,-1.217365503E0,-9.644422531E-1,-2.724110186E-1
1.421446995E1,-5.813212395E-1,1.711006165E-1,7.345106006E-1
1.425494110E1,-1.712307572E0,9.647178650E-2,-1.095781773E-1
1.429541271E1,-4.478512287E0,-6.587219238E-1,-1.503270268E0
1.433591620E1,-2.117242813E0,-9.302396774E-1,7.899047732E-1
1.437641230E1,-5.101828575E-1,9.183063507E-1,1.063111186E0
1.441689167E1,2.372264862E-2,3.276910782E-1,5.859975815E-1
1.445736553E1,2.154792309E0,8.695282936E-1,4.642064571E-1
1.449781339E1,1.399340153E0,2.708721161E-2,4.021115303E0
1.453831589E1,3.409947395E0,-3.398847580E0,3.085682392E0
1.457879714E1,5.827302933E-1,-3.502826691E-1,-2.085441351E0
1.461928886E1,5.007305145E-1,3.312112808E0,-6.590080261E-2
1.465976870E1,-1.939090490E0,1.355054379E0,8.869500160E-1
1.470030162E1,-1.345011711E0,3.432144642E0,-1.425392032E0
1.474075021E1,1.794945240E0,4.447440147E0,-1.072431207E0
1.478123766E1,1.785435677E0,3.613677979E0,1.160289526E0
1.482171798E1,1.492097378E0,1.778529644E0,1.355407357E0
1.486212964E1,3.949850082E0,-3.441190720E-1,3.747761011E0
1.490263100E1,2.879581451E0,-2.627717018E0,1.898006678E0
1.494311553E1,4.447672367E0,-2.164554596E0,1.454756260E-1
1.498360589E1,2.017096043E0,2.506046295E-1,-2.438543320E0
1.502409084E1,-5.171759605E0,1.847604752E0,-7.449346066E0
1.506457865E1,-4.149736404E0,-1.835656166E0,3.552466393E0
1.510505245E1,-4.747606754E0,-3.015068054E0,-4.917573929E-1
1.514551641E1,-1.356856585E0,5.841684341E-1,-1.960259080E0
1.518602574E1,2.623773098E0,1.543883801E0,-6.547868848E-1
1.522654089E1,2.250275612E0,9.572105408E-1,5.617808104E-1
1.526698344E1,-1.063532829E-1,-1.006660461E-1,3.163544416E0
1.530744995E1,-2.678911924E0,-8.598413467E-1,8.968430758E-1
1.534794068E1,-2.091367722E0,-6.614913940E-1,-1.390910387E0
1.538843324E1,-1.344690442E0,-1.167278290E-1,-1.434702277E0
1.542890266E1,-7.425479889E-1,3.982629776E-1,2.648239732E-1
1.546936355E1,-5.181951523E-1,-2.862653732E-1,3.427703381E-1
1.550985662E1,-1.882940412E0,-4.207086563E-1,-7.994728088E-1
1.555036115E1,-3.529953957E-1,-7.871532440E-2,-2.633427382E-1
1.559086469E1,-9.152855873E-1,-2.469758987E-1,3.152216673E-1
1.563135751E1,-2.121951818E0,-6.010894775E-1,-1.028994441E0
1.567183818E1,-1.617039442E0,-8.662443161E-1,-1.577251315E0
1.571231886E1,-3.523665905E0,-1.030464172E0,-1.171183586E0
1.575279959E1,-1.754341602E0,-1.745059013E0,-5.738179684E-1
1.579325704E1,-9.705953598E-1,-7.124147415E-1,-7.469480038E-1
1.583372922E1,-1.735602379E0,-8.064045906E-1,-2.553619146E0
1.587418162E1,-1.618968964E0,-1.025501251E0,-3.042300701E0
1.591467516E1,-8.615026474E-1,-7.791051865E-1,-3.670756817E0
1.595515902E1,2.440332890E0,-4.748535156E-2,-5.543987751E-1
