"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.007346400E1,-1.357642531E0,-1.732522607E0,-1.976346254E0
1.011320000E1,-2.401367903E0,1.132030964E0,-2.437016726E0
1.015293600E1,-8.732687831E-1,-4.204877853E0,-2.850396037E-1
1.019267300E1,-2.847949982E0,-2.688023567E0,1.618717551E0
1.023240900E1,-2.886464119E0,-9.660087228E-1,3.375237942E0
1.027214500E1,-1.024470448E0,2.370990038E0,4.326067448E0
1.031188100E1,5.537028909E-1,1.677446008E0,4.353728771E0
1.035161800E1,2.915623188E0,1.828367233E0,6.453465223E-1
1.039135400E1,1.555921078E0,5.333916098E-2,-1.221358538E0
1.043109000E1,-1.287089754E-2,-5.209105611E-1,-1.993128181E0
1.047082700E1,1.615097746E-2,-4.453361630E-1,-1.066492558E0
1.051056300E1,2.585148811E0,9.003382921E-1,-4.954009950E-1
1.055029912E1,4.111160278E0,-4.907849312E0,-1.002601743E0
1.059003612E1,-1.119904637E0,1.810353637E0,8.513163775E-2
1.062977212E1,-5.715287924E-1,2.292311668E0,-6.393705010E-1
1.066950812E1,-3.224999428E0,2.447885513E0,3.642683029E-1
1.070924513E1,-3.890996456E0,5.510905385E-1,2.265934348E-1
1.074898112E1,-1.259422660E0,1.613191068E-1,-5.266779661E-1
1.078871712E1,-6.969845295E-2,7.145866752E-1,3.268324137E-1
1.082845413E1,-1.196374297E0,1.451860547E0,5.864936709E-1
1.086819012E1,-1.430309653E0,-4.174076319E-1,1.716453731E-1
1.090792612E1,-5.317609310E-1,2.317065373E-2,5.984894633E-1
1.094766212E1,4.022067785E-1,2.380651712E0,-1.952152401E-1
1.098739913E1,1.887995899E-1,8.084555864E-1,2.014831603E-1
1.102713512E1,8.399737477E-1,1.678987741E0,1.032117009E0
1.106687112E1,-3.707590401E-1,1.247620106E0,1.125066996E0
1.110660813E1,4.790931344E-1,1.592089653E0,6.423494816E-1
1.114634412E1,7.001031637E-1,1.983505249E0,-8.333157301E-1
1.118608012E1,3.887056708E-1,-4.606957436E-1,3.174167573E-1
1.122581712E1,-1.769252419E-1,-9.285757542E-1,-1.141668782E-1
1.126555313E1,2.477472872E-1,1.708531260E0,-1.803641170E-1
1.130528912E1,1.160033107E0,6.621335149E-1,-1.056012630E0
1.134502512E1,8.780679703E-1,2.743362784E-1,-6.991310716E-1
1.138476213E1,-3.996375203E-1,9.781184793E-1,-1.211804803E-3
1.142449813E1,-8.375214338E-1,-9.266614914E-1,3.175596297E-1
1.146423412E1,5.792400837E-1,8.805879951E-1,6.145598292E-1
1.150397012E1,2.364265919E-1,-1.344686598E-1,-4.254494607E-2
1.154370738E1,-1.105429888E0,-1.321155071E0,-3.979672119E-2
1.158344337E1,-1.876870394E0,-1.929010034E0,1.332068536E-2
1.162317937E1,-9.424583316E-1,-1.734987259E0,-4.998811483E-1
1.166291537E1,-1.217182279E0,-1.014425397E0,6.244966984E-1
1.170265237E1,-5.954326987E-1,9.666548967E-1,-9.258400798E-1
1.174238837E1,-1.235581875E0,-3.990900517E-2,1.858800501E-1
1.178212437E1,-6.482049227E-1,2.533058882E0,1.360815644E0
1.182186037E1,-1.338791847E0,1.891235471E0,4.822836518E-1
1.186159638E1,-4.663647711E-1,-8.683251739E-1,-1.825692654E-1
1.190133337E1,6.169491410E-1,-2.387946129E0,3.072295189E-1
1.194106937E1,1.640240997E-1,-2.653991938E0,-6.267554313E-2
1.198080538E1,3.907413047E-4,-2.823249340E0,-2.333658375E-2
1.202054138E1,1.960303821E-2,-2.079377174E0,-5.687430501E-2
1.206027737E1,1.774596423E-1,-4.506582618E-1,-1.057235710E-2
1.210001437E1,5.577797890E-1,9.042775631E-1,1.316223294E-1
1.213975038E1,9.046703577E-1,8.002478480E-1,1.440238655E-1
1.217948637E1,6.543365717E-1,-1.594849110E0,4.235815108E-1
1.221922237E1,8.362417221E-1,-2.758773565E0,3.894599080E-1
1.225895837E1,1.055254102E0,-3.640045404E0,2.992817760E-1
1.229869438E1,1.101120353E0,-3.068659306E0,1.071380973E-1
1.233843137E1,1.415515900E0,-1.580808878E0,-1.586378366E-1
1.237816737E1,1.954305530E0,4.878264368E-1,-3.745620847E-1
1.241790337E1,1.491905689E0,-5.227826238E-1,-1.768633872E-1
1.245763938E1,1.083346978E-1,2.794963121E-1,4.117388725E-1
1.249737537E1,3.300651163E-2,1.002732038E0,1.511378735E-1
1.253711137E1,-1.363629662E-2,-8.807426319E-3,-7.480183840E-1
1.257684725E1,-4.800876081E-1,1.232837558E0,-3.057402968E-1
1.261658425E1,7.937361598E-1,1.513703346E0,2.071622312E-1
1.265632025E1,1.384045780E-1,1.379660487E0,-2.967038155E-1
1.269605625E1,-3.963497579E-1,1.117862463E0,-1.037420750E0
1.273579225E1,-1.524877548E0,4.428411126E-1,-1.221759200E0
1.277552825E1,-8.527458906E-1,7.624818087E-1,-5.412446856E-1
1.281526425E1,-6.290747523E-1,-1.022571087E0,-5.386817455E-1
1.285500025E1,1.478211582E-1,1.601423025E0,-7.015169133E-3
1.289473625E1,-7.011262178E-1,1.748354316E0,-1.484636664E-1
1.293447325E1,1.544263512E-1,1.215705395E0,-1.233423129E-2
1.297420925E1,5.330913663E-1,5.979414582E-1,-2.474918365E-1
1.301394525E1,9.522224218E-2,-5.929087996E-1,-4.946609735E-1
1.305368125E1,-5.569435358E-1,-1.070749044E0,-4.160326719E-1
1.309341725E1,-1.131026983E0,-8.896399289E-2,-4.547122717E-1
1.313315325E1,-1.172198296E0,2.351241112E0,-3.090340495E-1
1.317288925E1,-8.727861047E-1,1.579480529E0,-4.456903636E-1
1.321262525E1,-9.785159230E-1,-3.803615868E-1,-5.177230835E-1
1.325236125E1,-7.646849751E-1,2.277828157E-1,-3.682970405E-1
1.329209725E1,-3.679570258E-1,1.068090916E0,-2.298634201E-1
1.333183325E1,-2.893975079E-1,1.018205643E0,-1.406864077E-1
1.337157025E1,-2.890460193E-1,6.914863586E-1,-1.605899483E-1
1.341130625E1,-4.732323587E-1,-2.568381131E-1,1.904398575E-2
1.345104225E1,-3.264732361E-1,5.917549133E-2,-1.797652803E-2
1.349077825E1,-7.139549255E-1,-3.175524175E-1,1.588618308E-1
1.353051425E1,-4.083707333E-1,-1.151702404E-1,-2.989486605E-2
1.357024975E1,-5.251707435E-1,-2.595277131E-1,1.292004287E-1
1.360998575E1,-4.204765558E-1,-3.683810830E-1,4.779508710E-2
1.364972175E1,-4.261297882E-1,-4.929217100E-1,-4.239332397E-3
1.368945775E1,-2.267502099E-1,-2.554363310E-1,-1.746001840E-2
1.372919375E1,1.683492362E-1,4.770260751E-1,1.238045543E-1
1.376892975E1,-1.388516277E-1,1.192062140E0,1.395304501E-1
1.380866575E1,-3.255433738E-1,1.170799255E0,1.503527164E-1
1.384840175E1,-1.443239897E-1,6.640741229E-1,2.554552257E-1
1.388813775E1,6.271311641E-2,4.858049750E-1,3.152297139E-1
1.392787375E1,4.059279710E-2,9.387018681E-1,2.197147012E-1
1.396760975E1,-2.173842639E-1,1.406806111E0,3.291969895E-1
1.400734575E1,-3.114944398E-1,1.580623150E0,2.195148468E-1
1.404708175E1,2.315162718E-1,2.328584909E0,2.239393070E-2
1.408681775E1,3.708146811E-1,1.211460114E0,9.600991011E-2
1.412655375E1,-2.008600682E-1,-4.238954782E-1,1.278465092E-1
1.416628975E1,2.312846333E-1,-3.834046125E-1,3.560386226E-2
1.420602575E1,1.272149533E-1,-9.288993478E-1,5.783140287E-2
1.424576175E1,7.340483367E-2,-8.859333992E-1,-2.922125533E-2
1.428549775E1,6.531199068E-2,1.009452809E-2,-1.039421558E-1
1.432523375E1,4.238015041E-2,-4.914953411E-1,1.134281792E-2
1.436496975E1,1.113812905E-2,-1.060901642E0,-3.897269815E-2
1.440470575E1,-2.084410936E-1,-1.240283370E0,-2.563263476E-1
1.444444175E1,-3.023365438E-1,-1.454626918E0,-2.231449187E-1
1.448417775E1,-3.665297031E-1,-1.401117563E0,-2.745791972E-1
1.452391375E1,-3.707349896E-1,-1.065955400E0,-2.752897143E-1
1.456365004E1,4.142135754E-2,-4.538121223E-1,-3.619621098E-1
1.460338604E1,9.104777128E-2,-9.626719356E-1,-1.525668204E-1
1.464312204E1,2.987973392E-1,-1.086940050E0,-2.153669298E-1
1.468285804E1,2.910036445E-1,-1.493190169E0,1.191843152E-1
